HasCarLoan,LastCallDurationSecs,HasHHInsurance,LastContactMonth,PrevCampaignOutcome,EducationLevel,Age,LastContactDayOfMonth,NumAttemptsPrevCampaign,NumContactsCurrentCampaign,Balance,MaritalStatus,Job,CommunicationType,LastCallHourOfDay,HasCreditDefault,DaysPassed,CarInsurance
no,81,yes,may,,secondary,35,16,0,6,510,single,blue-collar,,16,no,-1,0
no,151,yes,apr,,secondary,33,20,0,1,2184,married,services,cellular,16,no,-1,0
no,353,yes,may,,secondary,34,23,0,2,-369,single,blue-collar,,17,yes,-1,0
no,1007,yes,may,,tertiary,57,8,0,1,2261,married,management,,9,no,-1,0
no,604,yes,may,,secondary,38,30,0,2,19,divorced,admin.,,10,no,-1,1
no,216,yes,may,,primary,39,28,0,1,7304,married,blue-collar,,12,no,-1,0
no,130,no,aug,,,56,19,0,1,0,married,self-employed,cellular,13,no,-1,0
no,250,no,aug,failure,secondary,30,4,2,1,3528,single,admin.,cellular,15,no,92,1
no,15,yes,may,,secondary,40,15,0,3,65,single,services,cellular,9,no,-1,0
yes,317,yes,jun,,secondary,37,2,0,6,410,married,technician,,17,no,-1,0
yes,499,yes,jan,failure,tertiary,33,30,1,1,525,married,technician,cellular,14,no,247,0
no,281,no,feb,,tertiary,73,17,0,1,459,married,retired,cellular,11,no,-1,1
no,194,yes,apr,,secondary,36,7,0,2,39,married,admin.,cellular,15,no,-1,0
no,94,no,aug,,secondary,35,22,0,2,13,married,technician,cellular,16,no,-1,0
no,1127,no,nov,success,secondary,72,17,3,5,5715,married,retired,cellular,11,no,184,1
no,121,no,feb,,secondary,46,13,0,1,2232,divorced,admin.,cellular,15,no,-1,1
no,21,yes,may,,secondary,27,27,0,1,132,married,admin.,,11,no,-1,0
no,550,yes,may,,secondary,26,6,0,1,191,single,blue-collar,cellular,16,no,-1,1
no,171,yes,apr,other,secondary,53,17,9,2,281,divorced,technician,cellular,10,no,337,0
no,294,no,jun,,tertiary,44,2,0,1,1954,married,management,cellular,13,no,-1,1
no,1148,no,jul,other,secondary,46,19,2,1,9299,married,technician,cellular,15,no,276,1
no,39,yes,may,,secondary,34,27,0,7,1698,single,blue-collar,,13,no,-1,0
no,344,yes,apr,other,secondary,53,17,2,2,-163,divorced,admin.,cellular,13,no,343,0
no,207,no,feb,,secondary,33,4,0,4,464,divorced,technician,cellular,9,no,-1,0
no,624,no,aug,,tertiary,60,26,0,1,108,married,retired,cellular,11,no,-1,1
no,340,no,sep,,,21,14,0,1,1506,single,student,cellular,14,no,-1,1
no,276,no,sep,,primary,62,10,0,1,383,married,retired,cellular,12,no,-1,0
yes,686,yes,nov,,primary,30,19,0,1,0,single,services,cellular,14,no,-1,1
yes,187,yes,nov,,primary,46,18,0,2,1267,married,management,cellular,9,no,-1,0
no,520,no,nov,,tertiary,53,20,0,2,0,married,entrepreneur,cellular,13,no,-1,0
no,331,no,may,,tertiary,43,4,0,5,2643,married,technician,telephone,12,no,-1,1
no,241,yes,jul,,secondary,29,25,0,2,158,single,entrepreneur,cellular,11,no,-1,0
yes,98,no,may,,secondary,25,27,0,1,2354,single,blue-collar,,13,no,-1,0
no,150,yes,jun,,secondary,22,26,0,2,-295,married,blue-collar,,14,no,-1,0
yes,753,no,jul,,secondary,52,17,0,2,1405,married,blue-collar,cellular,17,no,-1,1
no,465,no,aug,,tertiary,65,10,0,1,0,married,unemployed,cellular,15,no,-1,0
no,639,no,feb,failure,primary,80,23,1,1,0,married,housemaid,cellular,13,no,189,1
no,512,no,aug,,tertiary,33,27,0,8,7084,single,management,cellular,9,no,-1,1
no,202,no,feb,,primary,57,17,0,4,720,divorced,retired,telephone,13,no,-1,1
no,65,yes,may,,secondary,31,13,0,1,413,married,services,,12,no,-1,0
no,604,yes,jul,,tertiary,50,24,0,2,1679,divorced,technician,cellular,12,no,-1,0
no,1119,yes,may,,primary,27,13,0,2,265,single,blue-collar,cellular,11,no,-1,1
no,643,yes,may,,primary,34,19,0,1,-288,married,blue-collar,,12,no,-1,0
no,314,no,aug,,secondary,52,22,0,4,-164,married,blue-collar,cellular,10,no,-1,0
no,208,no,nov,success,secondary,29,9,3,2,464,single,admin.,cellular,14,no,91,1
no,146,yes,nov,failure,tertiary,43,18,14,2,-56,single,management,cellular,14,no,151,0
no,100,no,jul,success,tertiary,42,16,14,6,5037,divorced,management,cellular,16,no,84,0
no,169,no,feb,failure,secondary,55,10,1,1,3450,divorced,technician,cellular,13,no,183,1
no,108,yes,may,,secondary,32,8,0,2,715,married,blue-collar,,15,no,-1,0
no,233,yes,jun,,tertiary,29,4,0,1,1566,single,management,,15,no,-1,0
no,94,no,aug,,tertiary,40,11,0,3,3426,divorced,management,cellular,9,no,-1,0
no,161,no,aug,failure,tertiary,32,10,5,2,935,single,management,cellular,11,no,375,1
no,59,yes,may,,secondary,24,7,0,1,1725,single,admin.,cellular,14,no,-1,0
no,61,no,aug,,secondary,46,14,0,4,0,married,blue-collar,cellular,13,no,-1,0
no,222,yes,may,,secondary,43,27,0,4,429,married,admin.,,17,no,-1,0
no,1628,no,nov,success,secondary,58,30,8,2,3399,married,technician,telephone,11,no,188,1
no,104,no,aug,,tertiary,32,11,0,4,1364,married,unemployed,cellular,12,no,-1,0
no,110,no,nov,failure,secondary,30,12,1,1,2424,single,unemployed,cellular,15,no,279,1
no,295,yes,apr,success,secondary,25,13,6,4,1857,single,blue-collar,cellular,14,no,187,1
no,124,yes,jun,,primary,36,16,0,2,3214,single,blue-collar,,17,no,-1,0
no,181,no,feb,,tertiary,52,12,0,3,4675,married,management,cellular,10,no,-1,1
no,1175,yes,jul,,primary,42,17,0,2,301,divorced,blue-collar,cellular,17,no,-1,1
yes,117,yes,aug,,secondary,45,7,0,1,724,married,management,cellular,14,no,-1,0
no,137,yes,sep,,tertiary,26,8,0,1,1094,single,management,cellular,13,no,-1,1
no,1092,no,aug,,tertiary,38,12,0,5,1223,married,management,cellular,15,no,-1,1
no,177,yes,apr,,secondary,32,30,0,2,0,married,admin.,cellular,13,no,-1,1
no,66,no,jul,,,40,31,0,34,0,married,services,cellular,9,no,-1,0
no,67,no,jul,,secondary,53,10,0,1,654,single,admin.,,16,no,-1,1
no,462,no,jan,,secondary,32,30,0,2,717,single,services,cellular,15,no,-1,0
no,351,no,feb,,secondary,29,5,0,1,523,single,unemployed,cellular,9,no,-1,0
no,372,no,jan,success,primary,70,14,2,1,482,divorced,retired,telephone,14,no,196,1
no,2456,yes,jun,,primary,47,3,0,2,126,divorced,blue-collar,,13,no,-1,1
no,70,yes,nov,,tertiary,36,21,0,2,6385,divorced,self-employed,cellular,13,no,-1,0
no,175,yes,may,,secondary,33,21,0,2,1779,single,admin.,,14,no,-1,0
no,20,yes,may,,secondary,47,13,0,2,0,married,housemaid,telephone,16,no,-1,0
no,238,yes,may,,secondary,33,26,0,2,168,married,technician,,15,no,-1,0
no,171,no,apr,,secondary,32,15,0,1,133,single,services,cellular,14,no,-1,1
no,1346,no,may,,tertiary,60,26,0,1,846,married,retired,telephone,15,no,-1,1
no,420,yes,apr,failure,tertiary,34,8,5,1,3404,single,student,cellular,15,no,139,0
no,533,yes,jul,,secondary,48,24,0,2,2409,married,services,cellular,11,no,-1,0
yes,42,no,jul,,tertiary,54,24,0,3,148,married,management,cellular,14,no,-1,0
no,737,no,feb,,,62,17,0,1,800,married,retired,cellular,9,no,-1,1
no,709,yes,jul,,secondary,32,16,0,2,1905,married,blue-collar,cellular,9,no,-1,1
no,261,no,jun,,tertiary,31,2,0,2,64,single,student,cellular,10,no,-1,1
no,5,yes,may,,secondary,30,5,0,2,0,single,blue-collar,,17,no,-1,0
no,191,no,mar,,tertiary,28,23,0,2,866,single,management,cellular,13,no,-1,1
no,315,yes,may,,secondary,38,13,0,3,607,married,admin.,,10,no,-1,0
no,33,yes,may,other,secondary,28,18,4,2,404,single,student,cellular,10,no,367,0
no,259,no,jun,,primary,58,18,0,2,2074,married,retired,cellular,11,no,-1,1
no,911,yes,jul,,secondary,44,11,0,2,1074,married,admin.,cellular,15,no,-1,1
no,546,no,dec,,secondary,72,16,0,2,1533,married,retired,cellular,15,no,-1,1
yes,61,yes,may,,secondary,52,28,0,2,-732,married,admin.,,17,no,-1,0
no,1349,yes,may,,primary,35,23,0,8,994,married,blue-collar,,11,no,-1,1
no,96,yes,feb,,secondary,30,2,0,1,503,married,management,cellular,11,no,-1,0
no,301,no,jan,,primary,70,8,0,2,2795,married,retired,cellular,10,no,-1,1
no,348,no,jan,,tertiary,39,15,0,2,2939,married,management,cellular,13,no,-1,1
no,178,yes,may,,primary,35,18,0,1,-4,single,blue-collar,cellular,12,no,-1,0
no,14,yes,jun,,secondary,31,3,0,1,1588,single,admin.,,14,no,-1,0
no,1404,no,feb,,secondary,30,3,0,4,732,single,entrepreneur,cellular,16,no,-1,1
no,584,yes,apr,,secondary,33,14,0,1,1254,single,blue-collar,cellular,9,no,-1,0
no,84,no,may,,tertiary,42,15,0,22,497,divorced,management,,15,no,-1,0
no,200,yes,may,,secondary,28,13,0,1,-95,married,blue-collar,,16,no,-1,0
no,107,no,apr,success,tertiary,31,30,1,1,1815,single,self-employed,telephone,15,no,80,0
no,191,no,aug,,tertiary,31,25,0,5,0,single,management,cellular,12,no,-1,0
no,141,yes,jun,,secondary,28,30,0,4,-395,single,self-employed,,13,no,-1,0
no,5,yes,may,,secondary,29,27,0,3,-105,single,management,,17,no,-1,0
no,72,yes,jul,,tertiary,31,30,0,19,18,married,management,cellular,12,no,-1,0
no,467,no,mar,other,tertiary,59,18,6,2,3342,married,management,cellular,12,no,188,1
no,788,yes,may,,secondary,44,26,0,11,1262,divorced,technician,,9,no,-1,1
no,163,yes,may,,primary,43,9,0,2,36,single,blue-collar,,11,no,-1,0
yes,1080,yes,may,,primary,47,8,0,1,603,divorced,blue-collar,cellular,12,no,-1,1
no,146,no,jun,,secondary,53,24,0,4,21522,married,blue-collar,,11,no,-1,0
no,460,no,aug,,primary,47,28,0,5,1480,married,blue-collar,cellular,16,no,-1,0
no,288,no,jun,,secondary,56,19,0,1,2558,married,technician,,10,no,-1,0
no,780,no,aug,,secondary,49,8,0,4,823,married,services,cellular,14,no,-1,1
no,159,no,apr,failure,secondary,59,15,3,2,1,married,technician,cellular,10,no,378,1
no,320,no,may,,secondary,59,22,0,1,0,single,services,cellular,17,no,-1,0
no,326,yes,apr,success,secondary,46,17,1,3,6993,married,technician,cellular,9,no,148,0
no,626,no,jan,,primary,49,29,0,1,235,divorced,blue-collar,cellular,10,no,-1,0
no,223,no,nov,,tertiary,37,19,0,3,6964,single,management,cellular,11,no,-1,0
no,187,yes,jul,,tertiary,27,24,0,1,1501,single,services,cellular,13,no,-1,0
no,374,yes,may,,secondary,23,16,0,2,91,single,services,,10,no,-1,0
no,72,yes,may,,secondary,37,21,0,1,3834,divorced,admin.,,13,no,-1,0
no,153,no,feb,,secondary,29,2,0,1,1074,married,blue-collar,cellular,17,no,-1,0
no,332,yes,jul,failure,tertiary,31,29,3,3,1761,single,management,telephone,10,no,440,1
no,44,no,jun,,tertiary,39,20,0,5,122,married,technician,,16,no,-1,0
no,69,yes,apr,other,tertiary,34,30,2,1,442,married,self-employed,cellular,17,no,164,0
no,207,no,jun,,secondary,42,4,0,1,684,single,admin.,cellular,12,no,-1,1
no,397,yes,may,failure,tertiary,45,7,5,1,3689,married,entrepreneur,cellular,13,no,169,0
yes,419,no,oct,,secondary,48,21,0,1,50,married,admin.,cellular,13,no,-1,1
no,511,no,oct,failure,secondary,56,12,1,3,12,married,unemployed,cellular,16,no,187,1
no,175,yes,may,,,44,26,0,3,189,married,blue-collar,,9,no,-1,0
no,424,yes,nov,other,tertiary,33,19,1,2,149,single,technician,cellular,17,no,182,1
no,452,no,jun,,tertiary,48,16,0,1,342,married,management,,12,no,-1,0
no,139,no,aug,,secondary,46,21,0,2,244,married,services,cellular,9,no,-1,0
no,517,no,mar,,secondary,22,30,0,1,114,single,admin.,cellular,9,no,-1,1
no,651,no,aug,,primary,54,22,0,12,981,married,,cellular,11,no,-1,0
no,126,yes,aug,,secondary,55,20,0,4,35,divorced,technician,cellular,11,no,-1,0
no,267,no,aug,,tertiary,25,20,0,1,347,single,entrepreneur,cellular,12,no,-1,1
no,288,no,jul,,secondary,36,31,0,2,7957,married,technician,cellular,10,no,-1,0
no,590,yes,jul,,primary,42,25,0,8,1628,single,blue-collar,cellular,10,no,-1,1
no,96,yes,jun,,secondary,41,18,0,3,2769,divorced,services,,11,no,-1,0
no,162,no,aug,,secondary,62,28,0,2,780,married,unemployed,cellular,12,no,-1,1
yes,499,yes,jan,failure,tertiary,29,30,1,5,737,single,services,cellular,14,no,248,0
no,339,yes,jul,,tertiary,58,30,0,10,230,married,management,telephone,17,no,-1,0
no,285,no,sep,failure,tertiary,31,17,3,3,4951,single,student,cellular,16,no,81,1
no,88,yes,nov,,secondary,34,20,0,1,455,married,entrepreneur,cellular,16,no,-1,0
no,292,yes,may,,primary,55,8,0,2,82,married,blue-collar,,16,no,-1,0
no,412,yes,nov,,secondary,52,3,0,1,2398,single,admin.,cellular,16,no,-1,1
no,161,yes,nov,failure,secondary,34,9,2,1,2374,married,admin.,cellular,15,no,209,1
no,414,no,nov,failure,secondary,66,15,6,2,3409,married,retired,cellular,15,no,27,0
no,304,no,jul,success,secondary,63,1,2,1,2896,married,retired,cellular,15,no,119,1
no,344,no,may,failure,tertiary,29,25,1,2,238,married,admin.,cellular,10,no,88,1
no,499,no,mar,,secondary,47,3,0,1,293,married,technician,cellular,9,no,-1,1
no,449,no,nov,other,secondary,22,8,10,2,2488,single,student,cellular,9,no,38,1
no,1616,no,jan,success,secondary,77,26,2,1,4112,married,retired,telephone,17,no,95,1
no,68,yes,may,failure,secondary,26,15,1,2,787,single,admin.,cellular,14,no,371,0
no,209,no,sep,,secondary,54,23,0,1,0,single,services,cellular,15,no,-1,1
no,158,no,feb,,tertiary,53,5,0,3,1624,married,management,cellular,11,no,-1,1
no,127,yes,feb,other,secondary,60,9,7,1,824,married,technician,cellular,16,no,558,1
yes,248,no,jul,,secondary,34,25,0,5,-200,single,entrepreneur,cellular,15,yes,-1,0
no,726,yes,aug,,tertiary,34,13,0,1,3160,married,technician,cellular,14,no,-1,0
no,332,no,aug,,secondary,58,12,0,1,462,divorced,services,cellular,10,no,-1,1
no,316,yes,oct,failure,tertiary,30,20,3,2,2344,single,management,cellular,12,no,92,0
yes,146,yes,jul,,secondary,38,15,0,4,0,married,technician,cellular,12,no,-1,0
no,181,no,aug,,primary,52,6,0,2,2091,married,blue-collar,cellular,17,no,-1,0
no,87,no,jan,other,secondary,27,25,1,1,2015,single,student,cellular,16,no,245,0
no,204,no,aug,,primary,39,29,0,2,239,divorced,housemaid,cellular,16,no,-1,0
yes,85,yes,jul,,secondary,26,23,0,3,127,single,services,cellular,11,no,-1,0
no,187,no,mar,other,tertiary,27,2,1,3,311,single,student,telephone,13,no,322,1
yes,330,no,apr,,tertiary,22,16,0,3,104,single,management,cellular,11,no,-1,1
yes,459,yes,jun,failure,secondary,37,22,3,1,2061,married,admin.,cellular,17,no,109,1
no,137,yes,jul,,tertiary,31,25,0,16,430,married,management,cellular,14,no,-1,0
no,16,yes,may,,primary,43,26,0,1,-476,married,blue-collar,,16,no,-1,0
no,190,no,may,,secondary,29,8,0,1,2,single,services,,12,no,-1,0
no,530,no,nov,,secondary,50,21,0,1,4117,married,admin.,cellular,16,no,-1,1
no,271,no,jul,,primary,52,7,0,3,9444,married,blue-collar,cellular,10,no,-1,0
no,106,no,may,,primary,51,6,0,2,10924,divorced,self-employed,cellular,16,no,-1,0
no,19,yes,feb,,tertiary,58,5,0,8,1798,married,unemployed,cellular,12,no,-1,0
no,567,no,jul,success,secondary,57,12,3,1,1044,married,retired,telephone,10,no,182,1
no,293,no,jun,failure,tertiary,49,19,2,5,7443,single,management,telephone,13,no,211,1
no,875,no,aug,,secondary,42,20,0,4,19,divorced,technician,cellular,11,no,-1,1
no,781,yes,jul,,secondary,27,16,0,2,119,married,student,cellular,11,no,-1,1
no,199,no,mar,,tertiary,30,5,0,5,2539,single,student,telephone,9,no,-1,1
no,489,yes,feb,,tertiary,52,4,0,1,-970,married,management,cellular,17,no,-1,1
no,114,yes,nov,failure,tertiary,34,12,3,1,899,married,admin.,,13,no,170,1
no,229,no,mar,success,tertiary,37,2,1,1,1113,married,management,cellular,15,no,182,1
no,421,yes,jun,,primary,57,2,0,2,3376,married,technician,telephone,15,no,-1,1
no,89,no,sep,success,secondary,34,15,1,2,262,married,blue-collar,cellular,11,no,106,1
yes,58,no,aug,,secondary,53,19,0,2,180,married,technician,cellular,10,no,-1,0
no,332,no,jun,,secondary,43,17,0,5,392,married,management,,9,no,-1,0
no,774,yes,apr,other,secondary,28,20,1,2,1021,married,blue-collar,cellular,12,no,326,0
no,340,yes,may,,secondary,27,26,0,2,953,married,admin.,,15,no,-1,0
no,1516,yes,may,other,primary,49,7,2,2,2146,single,blue-collar,cellular,11,no,353,1
no,103,no,nov,,tertiary,47,18,0,2,0,married,entrepreneur,telephone,12,no,-1,0
no,55,yes,may,failure,secondary,40,8,4,2,498,married,blue-collar,cellular,13,no,298,0
no,891,yes,may,,secondary,45,30,0,4,410,single,technician,,11,no,-1,1
no,138,no,jul,success,tertiary,27,22,4,2,2855,married,admin.,cellular,17,no,178,1
no,370,yes,jul,failure,primary,38,7,1,1,7005,married,unemployed,cellular,13,no,412,1
no,543,no,sep,,tertiary,46,17,0,1,2817,married,management,cellular,13,no,-1,1
no,358,no,aug,,tertiary,43,8,0,3,3003,married,self-employed,cellular,16,no,-1,0
no,1500,yes,may,,tertiary,29,30,0,2,121,single,self-employed,,13,no,-1,1
no,24,no,aug,,tertiary,35,22,0,30,3168,married,management,cellular,12,no,-1,0
no,293,no,apr,,secondary,45,23,0,1,383,married,unemployed,cellular,17,no,-1,0
no,1087,no,jun,,secondary,38,1,0,1,804,single,unemployed,cellular,9,no,-1,1
no,133,no,oct,failure,secondary,66,19,3,3,3409,married,retired,cellular,14,no,160,0
no,162,yes,nov,,tertiary,56,19,0,4,3610,married,management,cellular,16,no,-1,0
no,120,no,mar,,tertiary,49,2,0,3,2881,married,management,cellular,9,no,-1,1
no,218,yes,jul,,secondary,39,29,0,4,0,married,housemaid,cellular,13,no,-1,0
no,813,no,may,,primary,39,8,0,1,70,married,blue-collar,,16,no,-1,1
no,220,yes,nov,,secondary,46,21,0,2,1263,divorced,services,telephone,14,no,-1,0
no,310,yes,jul,,tertiary,33,9,0,1,0,married,management,cellular,12,no,-1,0
no,335,no,jul,failure,tertiary,32,6,2,3,623,single,management,cellular,10,no,194,1
no,47,no,aug,,tertiary,29,6,0,1,-197,single,admin.,,12,no,-1,0
yes,235,no,jul,,secondary,29,17,0,1,723,married,blue-collar,cellular,11,no,-1,0
no,212,no,oct,,tertiary,63,21,0,2,791,single,retired,cellular,12,no,-1,1
yes,62,yes,may,,tertiary,28,28,0,2,183,single,technician,,12,no,-1,0
no,13,yes,may,,,44,6,0,6,78,single,technician,,10,no,-1,0
yes,489,no,jul,,secondary,41,8,0,1,120,married,admin.,cellular,15,no,-1,0
no,2093,no,jun,,primary,44,18,0,1,1059,single,housemaid,,15,no,-1,1
no,134,yes,feb,failure,secondary,45,2,1,1,-75,married,services,cellular,10,no,252,0
no,36,yes,may,,secondary,49,27,0,3,333,divorced,admin.,,16,no,-1,0
no,1130,yes,feb,success,secondary,38,5,2,3,19,divorced,admin.,cellular,10,no,251,1
no,130,no,jul,,primary,60,30,0,3,0,married,retired,telephone,9,no,-1,0
no,107,no,nov,failure,tertiary,33,30,3,1,8023,married,technician,cellular,12,no,105,0
no,313,no,oct,,,92,22,0,3,775,married,retired,cellular,15,no,-1,1
no,240,yes,may,,secondary,41,5,0,2,290,married,blue-collar,,10,no,-1,0
no,9,no,feb,other,tertiary,31,6,4,8,140,married,management,cellular,17,no,212,0
no,929,yes,may,,secondary,43,9,0,3,3,single,blue-collar,,16,no,-1,1
no,117,no,jul,,,53,31,0,2,28,married,entrepreneur,cellular,15,no,-1,0
no,505,no,apr,,primary,62,14,0,1,1084,married,retired,cellular,17,no,-1,1
no,312,yes,may,,secondary,35,30,0,7,-257,single,blue-collar,,15,no,-1,0
yes,9,yes,may,,secondary,29,18,0,5,-2,single,technician,cellular,14,no,-1,0
no,122,no,apr,,primary,45,13,0,1,116,single,blue-collar,,13,no,-1,1
no,44,yes,nov,,,49,19,0,4,1990,married,services,cellular,14,no,-1,0
no,5,yes,jul,,primary,58,31,0,25,0,married,blue-collar,cellular,12,no,-1,0
no,649,yes,may,,primary,36,21,0,2,599,married,blue-collar,,16,no,-1,1
no,165,yes,apr,,secondary,41,6,0,4,0,married,blue-collar,cellular,13,no,-1,0
yes,89,no,jul,,primary,60,21,0,1,685,divorced,retired,telephone,17,no,-1,0
no,58,no,aug,,tertiary,45,27,0,4,0,divorced,technician,cellular,17,no,-1,0
yes,158,no,nov,,tertiary,41,21,0,1,285,divorced,entrepreneur,cellular,14,no,-1,0
no,377,no,aug,success,tertiary,59,20,1,6,2239,married,management,cellular,10,no,90,1
no,288,no,aug,success,secondary,62,4,8,1,569,married,retired,cellular,17,no,1,1
no,74,yes,may,failure,tertiary,38,25,4,1,93,married,management,cellular,12,no,272,0
no,432,yes,may,,secondary,42,11,0,2,613,married,technician,cellular,15,no,-1,0
no,153,no,feb,success,secondary,52,10,13,1,94,married,unemployed,cellular,16,no,92,1
no,605,yes,jun,,secondary,40,2,0,6,1960,married,unemployed,,12,no,-1,1
no,908,yes,jun,,secondary,35,4,0,1,437,divorced,admin.,,16,no,-1,1
yes,482,no,jul,,secondary,49,21,0,2,-403,divorced,technician,cellular,15,no,-1,0
no,346,yes,may,failure,secondary,36,8,1,1,0,married,services,cellular,10,no,368,0
yes,151,no,jul,,secondary,54,10,0,4,136,divorced,technician,cellular,12,no,-1,0
no,174,no,jun,success,secondary,54,1,2,1,0,divorced,services,cellular,17,no,81,1
yes,740,yes,apr,,secondary,44,6,0,3,712,single,blue-collar,cellular,9,no,-1,1
no,204,yes,aug,,tertiary,48,26,0,2,0,married,management,cellular,15,no,-1,0
yes,216,no,jun,,secondary,59,19,0,1,2528,married,technician,,10,no,-1,0
no,528,yes,may,,tertiary,45,12,0,5,963,divorced,self-employed,cellular,9,no,-1,1
no,253,yes,may,,secondary,26,18,0,2,697,married,blue-collar,cellular,16,no,-1,0
yes,83,yes,jun,,secondary,21,4,0,1,-59,single,blue-collar,,16,yes,-1,0
no,71,no,aug,,tertiary,47,27,0,7,1707,married,blue-collar,cellular,10,no,-1,0
yes,163,yes,jul,,secondary,52,29,0,2,5517,married,admin.,cellular,14,no,-1,0
no,1623,yes,may,,,39,6,0,1,45248,single,technician,,9,no,-1,1
no,1091,no,nov,success,tertiary,53,17,1,2,2269,married,retired,cellular,10,no,150,1
no,280,no,jun,,secondary,38,9,0,1,53,single,management,,17,no,-1,0
no,122,yes,may,,tertiary,28,7,0,5,3,married,management,,11,no,-1,0
no,121,yes,nov,other,tertiary,52,18,1,1,1295,married,management,cellular,14,no,123,0
no,432,no,mar,,tertiary,61,13,0,1,5157,married,management,cellular,14,no,-1,0
no,71,yes,feb,,tertiary,34,5,0,2,992,single,technician,cellular,12,no,-1,1
no,127,no,jun,,secondary,44,19,0,1,11972,married,management,,17,no,-1,0
no,649,no,oct,,tertiary,33,6,0,1,1278,married,self-employed,cellular,17,no,-1,1
no,85,yes,apr,failure,secondary,37,14,1,1,474,married,technician,cellular,12,no,322,0
